project,merge commit,number of files modified for both branches,number of Merge files with conflicts,number of CSDiff files with conflicts, number of git merge files with conflicts,number of Merge conflicts,number of CSDiff conflicts,number of git merge conflicts,approaches have the same outputs,actual merge and textual (diff3 -E -m) have same output,actual merge and csdiff have same output,actual merge and git merge have same output,notes,,,
n8n,2437356f915d92b71d2528cae5095917fbf8f481,0,0,0,0,0,0,0,true,true,true,true,,,
n8n,4b64838db8a5e464eafd6951223f395494905526,0,0,0,0,0,0,0,true,true,true,true,,,
n8n,db3e0fb422656aa0dd12cf4c5c3918b5813dd5ea,1,0,0,0,0,0,0,true,true,true,true,,,
n8n,3898b86cc95e1fc55c674a01cd62550fba716b4c,0,0,0,0,0,0,0,true,true,true,true,,,
n8n,2736c928eee06a3bddf3e92efea529eef44e99b6,0,0,0,0,0,0,0,true,true,true,true,,,
n8n,431f58a5ee7b198bba0f6a2d41a21801c3c8da7a,0,0,0,0,0,0,0,true,true,true,true,,,
n8n,cf8bad44fd2e4b5702112f2706333303163837d1,0,0,0,0,0,0,0,true,true,true,true,,,
n8n,63687f8cd78474880d82e9c5d85d5d2813661a98,0,0,0,0,0,0,0,true,true,true,true,,,
n8n,8618415772fe7c994655b1774eaf7a2191a9953c,0,0,0,0,0,0,0,true,true,true,true,,,
n8n,6ba7f53449dd6c1ce846bc6c92c32c928030a268,0,0,0,0,0,0,0,true,true,true,true,,,
n8n,afbf905f882836b5e2af87b79384cf26a51c880c,0,0,0,0,0,0,0,true,true,true,true,,,
n8n,29887c11c10380be3d06639785033f6e15a84787,0,0,0,0,0,0,0,true,true,true,true,,,
n8n,382bcd279edcd57b1d6bd0e2e13456240dc60921,0,0,0,0,0,0,0,true,true,true,true,,,
n8n,1ba1c95fe0e5dca86d90bae286d40ca167354a39,1,1,1,1,1,1,1,true,false,false,false,,,
n8n,86b90744243b8e55063cd4b7328f28d4e9e5b4ef,0,0,0,0,0,0,0,true,true,true,true,,,
n8n,a26d8f38cdba01527ba4f352f4b769a1383fbd81,0,0,0,0,0,0,0,true,true,true,true,,,
n8n,455db990d6d331f550c572deaae87c044e11a2aa,0,0,0,0,0,0,0,true,true,true,true,,,
n8n,814e619a0313477d3a1a6cf325e8721b60f2b652,0,0,0,0,0,0,0,true,true,true,true,,,
n8n,a251b479624f16a3ec1e3f568a3e028926ab63a8,0,0,0,0,0,0,0,true,true,true,true,,,
n8n,0f072f9b98f8b1fe7d520d85e53108d5d110364a,0,0,0,0,0,0,0,true,true,true,true,,,
n8n,6bc3a20591d4059ff040354e5d290314713f9eef,0,0,0,0,0,0,0,true,true,true,true,,,
n8n,af230c704d47d444241004c49b4151f7b6704d5c,0,0,0,0,0,0,0,true,true,true,true,,,
n8n,b8524bbfb76eb2747b95ca4ab8717e12eed2d9f5,0,0,0,0,0,0,0,true,true,true,true,,,
n8n,cc56b285388afee3157a5fe2244851eb2ce49340,0,0,0,0,0,0,0,true,true,true,true,,,
n8n,4d77a5a17872224554e1bee17fc50be01b30de69,0,0,0,0,0,0,0,true,true,true,true,,,
n8n,243f59ff3d48139d35528e4061297f7db0a21473,0,0,0,0,0,0,0,true,true,true,true,,,
n8n,7ed616c7efff37c775bb790f0afaf3f1da749e71,0,0,0,0,0,0,0,true,true,true,true,,,
n8n,bef0b13898a62dddd8feabe3cd32f2dd58e58d04,0,0,0,0,0,0,0,true,true,true,true,,,
n8n,1c64d2220387ecec494aac6a23d2deb3fd06d429,0,0,0,0,0,0,0,true,true,true,true,,,
n8n,bf1b4962515ae07686afe17d4c260a07410efb58,0,0,0,0,0,0,0,true,true,true,true,,,
n8n,180e1a46d51bb1c3fd2cb1a5214023f27288655b,0,0,0,0,0,0,0,true,true,true,true,,,
n8n,928059c4c77f07d066a74a43222b30e773f04046,0,0,0,0,0,0,0,true,true,true,true,,,
n8n,e48f555f07a4c91c9571bd7dbad8c81cf6fffdbb,0,0,0,0,0,0,0,true,true,true,true,,,
n8n,46138f7f1ed324794af6253811285e27879d0970,0,0,0,0,0,0,0,true,true,true,true,,,
n8n,0ba526dd677b2a4dca96ab2b44bd2b53e6024a03,0,0,0,0,0,0,0,true,true,true,true,,,
n8n,0a63701a13f30a6da4c3cd6bdec7ec5ee87fbf1e,0,0,0,0,0,0,0,true,true,true,true,,,
n8n,8699f174f70f2c2512a0e1c72c21d6a6d0729580,0,0,0,0,0,0,0,true,true,true,true,,,
n8n,575a2502b0ef0575e17fe103d0951687cec5dfc2,0,0,0,0,0,0,0,true,true,true,true,,,
n8n,d65e8ee73b471dd48e620a32f165dcc744e1c5f2,2,0,0,0,0,0,0,true,true,true,true,,,
n8n,dbe70ea1e056ff30a57e9e58facadc7f26157e9e,0,0,0,0,0,0,0,true,true,true,true,,,
n8n,f6938a8d48e39bf1ff2fd1894615b6361b05f724,0,0,0,0,0,0,0,true,true,true,true,,,
n8n,3d5a81c1f1f5db82933c4ac24d29734a7c969155,0,0,0,0,0,0,0,true,true,true,true,,,
n8n,eff58bfd920271428223e22c96264d165de60c01,0,0,0,0,0,0,0,true,true,true,true,,,
n8n,61a29ef25e4a7ab8605d81d341f7637bd75b9e8b,0,0,0,0,0,0,0,true,true,true,true,,,
n8n,55efbd75fbfd8c94067acbf1281b683ef50db79f,0,0,0,0,0,0,0,true,true,true,true,,,
n8n,94351c54dfbb5651bdc2f347760b52c416d552f1,0,0,0,0,0,0,0,true,true,true,true,,,
n8n,1cb117d38a2ee51a4092f760b81335ced1e08736,0,0,0,0,0,0,0,true,true,true,true,,,
n8n,4b0776d85a05c69414630489f3983dfd398617c6,0,0,0,0,0,0,0,true,true,true,true,,,
n8n,a94703804f123f9e081a4c842823b03525304ce9,0,0,0,0,0,0,0,true,true,true,true,,,
n8n,a6789681931189c0dd5a99c319ef7d75f11c14d5,0,0,0,0,0,0,0,true,true,true,true,,,
n8n,7df9694b3c32f92bd25a04a7f107cbd95106b629,0,0,0,0,0,0,0,true,true,true,true,,,
